티커	종목명	CIK	유니버스	종합판정	종합판정사유	현재가	EPS(FY)	EPS기준연도	배당수익률(%)	현금및현금성자산	유가증권성자산	현금성자산합계	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당감안점수(1년)	배당감안점수(3년)	배당감안점수(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	발행주식수	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	50일이평(보조)	200일이평(보조)	50일선상회(보조)	200일선상회(보조)	추세판정(보조)	비고
BKNG	Booking Holdings Inc.	0001075531	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	186.7899932861328	165.57	2025	91.0	17203000000.0	0.0	17203000000.0	16856000000.0	1880000000.0	-5578000000.0	34842000000.0	-19.060962274466924	119.06096227446692	-0.1600941392572183	10.631453169521125	-46.96835074604002	1.0639520451568019	1.4118399712035565	-4.1229949620707655	29.43673092572357	158.29965811243966	0.2540100758584689	67.37346185144713	325.0993162248793	42.05644825988669	11155.024078744102	53826.693787353266	-77.48463527408407	5871.960211838737	28716.690252191005	3년	67.37346185144713	11155.024078744102	5871.960211838737	81.65500074312614	113.19751813435725	234.31475060109375	278.4092649897362	149.0493468583497	3년	113.19751813435724	안심	3년	29.436730925723566	0.036143688911701	매우 유망	Y		32639000.0	5.221940508430878	-8.566793651950777		-18.373429685581378	171.55320037841796	185.64931030273436	Y	Y	상승전환	단기위험부채 존재
CMCSA	COMCAST CORP	0001166691	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	22.799999237060547	5.39	2025	5.92	9481000000.0	14000000.0	9495000000.0		2781000000.0	96903000000.0					2.559989215421947	1.8101914262604475	3.755103900118479	3.8942129519109647	30.193236714975846	64.538600212299	49.1602769351271	68.88647342995169	137.577200424598	106.8205538702542	371.2980917874396	741.5411102885832	575.7627853606701	1528.5004570697897	3152.3733995711536	2425.27545889032	3년	137.577200424598	741.5411102885832	3152.3733995711536	9.617107189453911	18.76342228774973	14.66810996451769	5.9026691830682125	25.888900792038815	3년	18.76342228774973	안심	3년	64.538600212299	0.0581838448272213	매우 유망	Y		3709000000.0	-17.12105035490481	-22.52803601551181		-29.802957024639444	23.841599884033204	27.059704761505127	N	N	주의	단기위험부채 존재
DASH	DoorDash, Inc.	0001792789	Nasdaq 100	보류	PEG=매우 유망, PEGY=판정불가	184.3699951171875	2.13	2025		4378000000.0	1128000000.0	5506000000.0			10033000000.0	9613000000.0	51.0689198819098	48.9310801180902	1.0436908353271612	12.52257292704339	12.52257292704339	80.67954093433995	80.67954093433995	634.4827586206897			1277.4655172413793			2721.0015517241377			1375.8375135794956			1년	1277.4655172413793	2721.0015517241377	1375.8375135794956				4.944437621393449	2.681801677247273	판정불가		판정불가	1년	634.4827586206897	0.1271579721247749	매우 유망	Y		439686000.0	5.923243538552336	-11.957408006794568		-34.56023230361688	171.64220031738282	192.6109999847412	Y	N	중립/개선	
MRVL	Marvell Technology, Inc.	0001835632	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	189.1699981689453	3.07	2026	12.0	2638800000.0		2638800000.0	3970800000.0	499800000.0	14308400000.0	7976900000.0	64.20555253911772	35.79444746088228	1.7937293936240895	-1.5315626077957916	-2.106243532252501	62.117772239980816	62.30496472351721	400.98039215686276			810.4607843137255			2488.114607843137			1215.2797123891885			1년	810.4607843137255	2488.114607843137	1215.2797123891885	6.6483451879340985			1.6056111302748075	0.8487662662241275	1년	6.6483451879340985	안심	1년	400.98039215686276	0.1549147376156	매우 유망	N	주당순현금<=0	869700000.0	19.568921143572936	131.34402095513082		-40.217424849871406	239.37280059814452	133.3125002670288	N	Y	상승전환	단기위험부채 존재
MCHP	MICROCHIP TECHNOLOGY INC	0000827054	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	77.9000015258789	0.22	2026	2.31	240300000.0	0.0	240300000.0	5496400000.0	0.0	6432400000.0					-9.64068231841526	-9.64068231841526	397.9121992922462	397.9121992922462	2300.0	-62.033647476478926	-29.795234328396646	4608.5	-115.56729495295785	-51.09046865679329	1013.87	-25.424804889650726	-11.239903104494525	1201.5019000521913	-132.63774633072944	-114.4286301467665	1년	4608.5	1013.87	1201.5019000521913	5.785974906260843	-0.15009252690092809	-0.06907361568025248	1.5975788701393985	2.050807238570685	1년	5.785974906260843	안심	1년	2300.0	0.173005304040107	매우 유망	N	주당순현금<=0	545200000.0	-10.294789485281175	4.158310699667189		-24.310140971821205	90.46940002441406	75.25045000076294	N	Y	중립/개선	
PYPL	PayPal Holdings, Inc.	0001633917	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	56.06999969482422	5.41	2025	100.0	8049000000.0	2373000000.0	10422000000.0	9987000000.0		20256000000.0	59917000000.0	25.26536365110449	74.7346363488955	0.3380676602633643	0.4493801652892562	0.4493801652892562	10.28107569862014	10.28107569862014	35.58897243107769	37.30414865193261	32.59424256515169	79.67794486215539	83.10829730386523	73.68848513030338	431.05768170426063	449.6158884139109	398.6547045549413	668.7848832716353	701.88316543796	610.9946615386567	3년	83.10829730386523	449.6158884139109	701.88316543796	13.188208744467817	13.355037223426017	12.896923089764588	5.74793388429752	10.2513535145036	3년	13.355037223426017	안심	3년	37.304148651932614	0.2756014027969918	매우 유망	Y		968000000.0	12.658226198745792	-0.936393628242238		-28.317567348766914	45.96840003967285	52.42697509765625	Y	Y	상승전환	
NXPI	NXP Semiconductors N.V.	0001413447	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	267.6700134277344	7.95	2025	1.51	3267000000.0		3267000000.0	10972000000.0	307000000.0	10056000000.0					-30.295166534948553	-31.502254935497444	37.47989685065194	37.631731869588904	-18.293936279547793	-9.000664080454257	113.31378642177046	-28.087872559095587	-9.501328160908514	235.12757284354092	-223.29858684480993	-75.53555887922269	1869.2642041061504	-183.4230865031492	-128.21965670040055	598.3465126215249	5년	235.12757284354092	1869.2642041061504	598.3465126215249	-0.4478116988002288	-0.19985818291610272	3.0636099901585823	9.526955031042224	3.5592164056936153	5년	3.0636099901585823	안심	5년	113.31378642177046	0.3307620196464558	매우 유망	N	주당순현금<=0	254331000.0	13.002920988497957	15.849387531829318		-19.53888158726993	294.8978002929687	240.8618000793457	N	Y	상승전환	단기위험부채 존재
MELI	MERCADOLIBRE INC	0001099590	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	1819.739990234375	39.4	2025	0.032971743393006514	3670000000.0	2629000000.0	6299000000.0	9193000000.0		6748000000.0	35919000000.0	15.81550144139499	84.18449855860501	0.18786714552186864	-57.08388530202385	-57.08388530202385	47.63512374457866	47.63512374457866	4.537012470151236	129.72289831422012		17.574024940302472	267.94579662844023		692.4165826479174	10557.064387160544		-61.94969685978396	480.1413632615085		3년	267.94579662844023	10557.064387160544	480.1413632615085	0.09593728018948101	2.723953668166562		228.947013372699	12.581303625866438	3년	2.723953668166562	안심	3년	129.72289831422012	0.3672067488747816	매우 유망	N	주당순현금<=0	50697320.0	-1.062374339483796	-17.75632987792418		-27.528404900644464	1704.1784008789064	1898.8388024902345	Y	N	주의	
APP	AppLovin Corp	0001751008	Nasdaq 100	제외	PEG=매우 유망, PEGY=판정불가	412.7300109863281	9.75	2025		2487096000.0		2487096000.0	3512987000.0	0.0	2134671000.0	5124939000.0	29.404761412803165	70.59523858719683	0.41652612840855274	-2.9999444395707227	-2.9999444395707227	42.63896978727168	42.63896978727168	115.23178807947019			238.96357615894038			2329.8948675496686			464.50822705665746			1년	238.96357615894038	2329.8948675496686	464.50822705665746				11.598438459513993	2.810175696164289	판정불가		판정불가	1년	115.23178807947019	0.3700278412573576	매우 유망	N	주당순현금<=0	341970000.0	-10.33261567178948	-22.917598777746605		-43.73909150464811	497.3800018310547	524.144676361084	N	N	주의	
TMUS	T-Mobile US, Inc.	0001283699	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	177.2100067138672	9.72	2025	2.27	5598000000.0	0.0	5598000000.0	81147000000.0	5135000000.0	59203000000.0	6830508000.0	89.65599707348578	10.344002926514218	8.66743732676984	-66.79390530320666	-71.33382911069539	25.103283129328585	25.570353479893267	0.6211180124223654	67.7257264346652	74.54322774580642	9.74223602484473	143.9514528693304	157.58645549161284	94.6945341614908	1399.2081218898916	1531.7403473784768	-46.5636642549257	689.5762478860058	764.3644768050301	3년	143.9514528693304	1399.2081218898916	689.5762478860058	0.11516892023755347	2.788309643565627	3.05988771867311	15.90962588427648	8.977837188373352	3년	2.788309643565627	안심	3년	67.7257264346652	0.3706609652027231	매우 유망	N	주당순현금<=0	1131076251.0	-3.0314600744912767	-5.719301774852992		-31.581792196285253	184.52760009765626	200.05054985046388	N	N	주의	단기위험부채 존재
EXC	EXELON CORP	0001109357	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	47.150001525878906	1.74	2021	3.53	626000000.0		626000000.0	35272000000.0	612000000.0	28798000000.0	87772000000.0	24.704469417517373	75.29553058248263	0.32810007747345393	-34.23517786561265	-34.8399209486166	46.7730916043055	47.12064510028477	-13.432835820895514	121.5523810846817	51.225599028568624	-18.365671641791028	251.6047621693634	110.95119805713725	-31.95626865671639	437.7922861746923	193.0550846194188	-167.77575317611974	828.5095906824185	309.44873461660006	3년	251.6047621693634	437.7922861746923	828.5095906824185	-0.21172078819745904	2.674238045730716	1.170664524205373	-2.2480237154150196	-4.767812603741193	3년	2.674238045730716	안심	3년	121.5523810846817	0.3847978228556474	매우 유망	N	주당순현금<=0 | FCF<=0	1012000000.0	1.2019776163488816	5.836144407058597		-6.243784713630706	46.05879997253418	46.205049991607666	Y	Y	상승전환	단기위험부채 존재
ALNY	ALNYLAM PHARMACEUTICALS, INC.	0001178670	Nasdaq 100	보류	PEG=헐값, PEGY=판정불가	278.3999938964844	2.33	2025		1657250000.0	1251234000.0	2908484000.0			789176000.0	4177155000.0	15.89052360787068	84.10947639212932	0.1889266737767691	21.594873927118293	21.594873927118293	110.21678968642321	110.21678968642321	206.8807339449541			422.2614678899082			983.8692201834862			253.40130810107405			1년	422.2614678899082	983.8692201834862	253.40130810107405				3.4553696058923107	1.2411529028901838	판정불가		판정불가	1년	206.8807339449541	0.5327552140053273	헐값	Y		134684000.0	-9.759818131027643	-22.955586219989886		-43.32478457622892	291.6268011474609	353.52540008544923	N	N	주의	
