티커	종목명	CIK	유니버스	종합판정	종합판정사유	현재가	EPS(FY)	EPS기준연도	배당수익률(%)	현금및현금성자산	유가증권성자산	현금성자산합계	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당감안점수(1년)	배당감안점수(3년)	배당감안점수(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	발행주식수	3M수익률(보조,%)	6M수익률(보조,%)	12M수익률(보조,%)	52주고점대비(보조,%)	50일이평(보조)	200일이평(보조)	50일선상회(보조)	200일선상회(보조)	추세판정(보조)	비고
BKNG	Booking Holdings Inc.	0001075531	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	199.30999755859375	165.57	2025	86.0	17203000000.0	0.0	17203000000.0	16856000000.0	1880000000.0	-5578000000.0	34842000000.0	-19.060962274466924	119.06096227446692	-0.1600941392572183	10.631453169521125	-46.96835074604002	1.1395696345296407	1.4874575605763953	-4.1229949620707655	29.43673092572357	158.29965811243966	0.2540100758584689	67.37346185144713	325.0993162248793	42.05644825988669	11155.024078744102	53826.693787353266	-78.89897708341358	5496.821140627788	26906.51971636753	3년	67.37346185144713	11155.024078744102	5496.821140627788	71.84905823830951	101.2985318561689	214.37887664782747	278.4092649897362	139.6865528072111	3년	101.2985318561689	안심	3년	29.436730925723566	0.0387125064058596	매우 유망	Y		32639000.0	14.955584234356966	-3.31159407684527		-12.902231838717249	172.44980041503905	185.6196142578125	Y	Y	상승전환	단기위험부채 존재
CMCSA	COMCAST CORP	0001166691	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	24.190000534057617	5.39	2025	5.79	9481000000.0	14000000.0	9495000000.0		2781000000.0	96903000000.0					2.559989215421947	1.8101914262604475	4.01298911291942	4.152098164711905	30.193236714975846	64.538600212299	49.1602769351271	68.88647342995169	137.577200424598	106.8205538702542	371.2980917874396	741.5411102885832	575.7627853606701	1434.9238676728473	2965.4861261559367	2280.168551670933	3년	137.577200424598	741.5411102885832	2965.4861261559367	8.966691835552554	17.525240720410395	13.693103915537709	5.9026691830682125	24.40127760542096	3년	17.525240720410395	안심	3년	64.538600212299	0.0621796738652331	매우 유망	Y		3709000000.0	-12.481906410182098	-15.714286094046503		-25.52339632086067	23.821999893188476	27.03646544456482	Y	N	주의	단기위험부채 존재
DASH	DoorDash, Inc.	0001792789	Nasdaq 100	보류	PEG=매우 유망, PEGY=판정불가	195.52000427246094	2.13	2025		4378000000.0	1128000000.0	5506000000.0			10033000000.0	9613000000.0	51.0689198819098	48.9310801180902	1.0436908353271612	12.52257292704339	12.52257292704339	85.91428701662795	85.91428701662795	634.4827586206897			1277.4655172413793			2721.0015517241377			1291.6742493174095			1년	1277.4655172413793	2721.0015517241377	1291.6742493174095				4.944437621393449	2.5288653402969854	판정불가		판정불가	1년	634.4827586206897	0.1354083871457723	매우 유망	Y		439686000.0	13.694250674298814	-5.709874760339662		-30.60267940315786	172.4786004638672	192.18335006713866	Y	Y	상승전환	
MRVL	Marvell Technology, Inc.	0001835632	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	174.47000122070312	3.07	2026	13.0	2638800000.0		2638800000.0	3970800000.0	499800000.0	14308400000.0	7976900000.0	64.20555253911772	35.79444746088228	1.7937293936240895	-1.5315626077957916	-2.106243532252501	57.32949961840356	57.516692101939945	400.98039215686276			810.4607843137255			2488.114607843137			1326.09880806712			1년	810.4607843137255	2488.114607843137	1326.09880806712	7.221071087527325			1.6056111302748075	0.9202791993127359	1년	7.221071087527325	안심	1년	400.98039215686276	0.1429733242317154	매우 유망	N	주당순현금<=0	869700000.0	13.861519340463403	110.38225078821591		-44.863001213836384	239.2106005859375	133.72235027313232	N	Y	상승전환	단기위험부채 존재
MCHP	MICROCHIP TECHNOLOGY INC	0000827054	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	75.70999908447266	0.22	2026	2.34	240300000.0	0.0	240300000.0	5496400000.0	0.0	6432400000.0					-9.64068231841526	-9.64068231841526	387.9576427403996	387.9576427403996	2300.0	-62.033647476478926	-29.795234328396646	4608.5	-115.56729495295785	-51.09046865679329	1013.87	-25.424804889650726	-11.239903104494525	1239.1494020080293	-133.5818322508276	-114.84599556255934	1년	4608.5	1013.87	1239.1494020080293	5.934513839544598	-0.1538664042157373	-0.07076863890207781	1.5975788701393985	2.1101292952822734	1년	5.934513839544598	안심	1년	2300.0	0.1686772359740868	매우 유망	N	주당순현금<=0	545200000.0	-10.147166905994476	0.7317660930883596		-26.438009685743367	90.04279998779298	75.29440000534058	N	Y	중립/개선	
PYPL	PayPal Holdings, Inc.	0001633917	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	58.31999969482422	5.41	2025	100.0	8049000000.0	2373000000.0	10422000000.0	9987000000.0		20256000000.0	59917000000.0	25.26536365110449	74.7346363488955	0.3380676602633643	0.4493801652892562	0.4493801652892562	10.696972186605354	10.696972186605354	35.58897243107769	37.30414865193261	32.59424256515169	79.67794486215539	83.10829730386523	73.68848513030338	431.05768170426063	449.6158884139109	398.6547045549413	639.1249724963839	670.9463147576344	583.564311798721	3년	83.10829730386523	449.6158884139109	670.9463147576344	12.675453396135863	12.835795611758584	12.395492878927453	5.74793388429752	9.855853762646088	3년	12.835795611758584	안심	3년	37.304148651932614	0.2867502026762156	매우 유망	Y		968000000.0	17.485899298753505	5.062153590808105		-23.39419177871328	46.234000015258786	52.33792510986328	Y	Y	상승전환	
NXPI	NXP Semiconductors N.V.	0001413447	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	259.1199951171875	7.95	2025	1.52	3267000000.0		3267000000.0	10972000000.0	307000000.0	10056000000.0					-30.295166534948553	-31.502254935497444	36.40442284932529	36.55625786826226	-18.293936279547793	-9.000664080454257	113.31378642177046	-28.087872559095587	-9.501328160908514	235.12757284354092	-223.29858684480993	-75.53555887922269	1869.2642041061504	-186.17574523487573	-129.15080283366848	621.3894100533508	5년	235.12757284354092	1869.2642041061504	621.3894100533508	-0.4607664389839015	-0.20548778129009404	3.1543910721248736	9.526955031042224	3.676657614451421	5년	3.1543910721248736	안심	5년	113.31378642177046	0.3212709062057349	매우 유망	N	주당순현금<=0	254331000.0	12.470157473697153	12.9456879022251		-22.109001515558624	294.1967999267578	241.0292000579834	N	Y	상승전환	단기위험부채 존재
APP	AppLovin Corp	0001751008	Nasdaq 100	제외	PEG=매우 유망, PEGY=판정불가	418.2200012207031	9.75	2025		2487096000.0		2487096000.0	3512987000.0	0.0	2134671000.0	5124939000.0	29.404761412803165	70.59523858719683	0.41652612840855274	-2.9999444395707227	-2.9999444395707227	43.202045708746034	43.202045708746034	115.23178807947019			238.96357615894038			2329.8948675496686			457.0979055877665			1년	238.96357615894038	2329.8948675496686	457.0979055877665				11.598438459513993	2.7732864104204484	판정불가		판정불가	1년	115.23178807947019	0.3749143047138305	매우 유망	N	주당순현금<=0	341970000.0	-6.861456393192389	-23.059091342419734		-42.99072857974614	496.04120178222655	523.0872763061524	N	N	주의	
MELI	MERCADOLIBRE INC	0001099590	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	1862.52001953125	39.4	2025	0.032214418836206925	3670000000.0	2629000000.0	6299000000.0	9193000000.0		6748000000.0	35919000000.0	15.81550144139499	84.18449855860501	0.18786714552186864	-57.08388530202385	-57.08388530202385	48.72091129018462	48.72091129018462	4.537012470151236	129.72289831422012		17.574024940302472	267.94579662844023		692.4165826479174	10557.064387160544		-62.82367032907483	466.8161564146568		3년	267.94579662844023	10557.064387160544	466.81615641465675	0.09378369098584505	2.663232466244879		228.947013372699	12.292324966811325	3년	2.663232466244879	안심	3년	129.72289831422012	0.3755768019626792	매우 유망	N	주당순현금<=0	50697320.0	3.935849512622025	-18.844443593409586		-25.824679655181026	1709.2814013671875	1897.251953125	Y	N	중립/개선	
TMUS	T-Mobile US, Inc.	0001283699	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	182.38999938964844	9.72	2025	2.3	5598000000.0	0.0	5598000000.0	81147000000.0	5135000000.0	59203000000.0	6830508000.0	89.65599707348578	10.344002926514218	8.66743732676984	-66.79390530320666	-71.33382911069539	25.636204186507722	26.10327453707241	0.6211180124223654	67.7257264346652	74.54322774580642	9.74223602484473	143.9514528693304	157.58645549161284	94.6945341614908	1399.2081218898916	1531.7403473784768	-48.081290378651545	667.1517772751874	739.8159726434052	3년	143.9514528693304	1399.2081218898916	667.1517772751874	0.1139450283345669	2.731516956457992	2.997449512679761	15.90962588427648	8.722860868203629	3년	2.731516956457992	안심	3년	67.7257264346652	0.3785297779159133	매우 유망	N	주당순현금<=0	1131076251.0	-2.318981256826702	-1.138276351557399		-29.58187231655992	184.41160003662108	199.82959983825683	N	N	주의	단기위험부채 존재
