티커	종목명	CIK	유니버스	종합판정	종합판정사유	현재가	EPS(FY)	EPS기준연도	배당수익률(%)	현금및현금성자산	유가증권성자산	현금성자산합계	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당감안점수(1년)	배당감안점수(3년)	배당감안점수(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	발행주식수	비고
BKNG	Booking Holdings Inc.	0001075531	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	169.6300048828125	165.57	2025	95.0	17203000000.0	0.0	17203000000.0	16856000000.0	1880000000.0	-5578000000.0	34842000000.0	-19.060962274466924	119.06096227446692	-0.1600941392572183	10.631453169521125	-46.96835074604002	0.9603101510738139	1.3081980771205686	-4.1229949620707655	29.43673092572357	158.29965811243966	0.2540100758584689	67.37346185144713	325.0993162248793	42.05644825988669	11155.024078744102	53826.693787353266	-75.20695216100415	6476.091350377817	31631.823520572907	3년	67.37346185144713	11155.024078744102	6476.091350377817	94.63297345790944	129.57973086776084	263.7685937498435	278.4092649897362	164.1273695547394	3년	129.57973086776084	안심	3년	29.436730925723566	0.0326228531794825	매우 유망	Y		32639000.0	단기위험부채 존재
CMCSA	COMCAST CORP	0001166691	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	27.190000534057617	5.39	2025	4.85	9481000000.0	14000000.0	9495000000.0		2781000000.0	96903000000.0					2.559989215421947	1.8101914262604475	4.569575383791404	4.708684435583891	30.193236714975846	64.538600212299	49.1602769351271	68.88647342995169	137.577200424598	106.8205538702542	371.2980917874396	741.5411102885832	575.7627853606701	1265.5685343674763	2627.256696298128	2017.553416887513	3년	137.577200424598	741.5411102885832	2627.256696298128	7.668816853153708	15.184912028899905	11.819539541180399	5.9026691830682125	21.708970456527407	3년	15.184912028899904	안심	3년	64.538600212299	0.0708037572671213	매우 유망	Y		3709000000.0	단기위험부채 존재
DASH	DoorDash, Inc.	0001792789	Nasdaq 100	보류	PEG=매우 유망, PEGY=판정불가	175.83999633789062	2.13	2025		4378000000.0	1128000000.0	5506000000.0			10033000000.0	9613000000.0	51.0689198819098	48.9310801180902	1.0436908353271612	12.52257292704339	12.52257292704339	76.67484667175927	76.67484667175927	634.4827586206897			1277.4655172413793			2721.0015517241377			1447.4303960377226			1년	1277.4655172413793	2721.0015517241377	1447.4303960377226				4.944437621393449	2.811895885104727	판정불가		판정불가	1년	634.4827586206897	0.120846225732664	매우 유망	Y		439686000.0	
MRVL	Marvell Technology, Inc.	0001835632	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	164.9499969482422	3.07	2026	15.0	2638800000.0		2638800000.0	3970800000.0	499800000.0	14308400000.0	7976900000.0	64.20555253911772	35.79444746088228	1.7937293936240895	-1.5315626077957916	-2.106243532252501	54.228521028025405	54.41571351156179	400.98039215686276			810.4607843137255			2488.114607843137			1408.4053676120132			1년	810.4607843137255	2488.114607843137	1408.4053676120132	7.67087842838058			1.6056111302748075	0.9733926401821118	1년	7.67087842838058	안심	1년	400.98039215686276	0.1352398323926306	매우 유망	N	주당순현금<=0	869700000.0	단기위험부채 존재
PYPL	PayPal Holdings, Inc.	0001633917	Nasdaq 100	매우 유망	PEG=매우 유망, PEGY=안심	50.439998626708984	5.41	2025	1.11	8049000000.0	2373000000.0	10422000000.0	9987000000.0		20256000000.0	59917000000.0	25.26536365110449	74.7346363488955	0.3380676602633643	0.4493801652892562	0.4493801652892562	9.240410066805865	9.240410066805865	35.58897243107769	37.304148651932614	32.59424256515169	79.67794486215539	83.10829730386523	73.68848513030338	431.05768170426063	449.6158884139109	398.6547045549413	754.5949513091522	791.3875905139902	690.3543128644054	3년	83.10829730386523	449.6158884139109	791.3875905139902	3.9715740065379412	4.157190901075588	3.647483425678991	5.74793388429752	11.395586916717072	3년	4.157190901075588	안심	3년	37.304148651932614	0.247704622695555	매우 유망	Y		968000000.0	
NXPI	NXP Semiconductors N.V.	0001413447	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	295.239990234375	7.95	2025	1.37	3267000000.0		3267000000.0	10972000000.0	307000000.0	10056000000.0					-30.295166534948553	-31.502254935497444	40.947818461550135	41.0996534804871	-18.293936279547793	-9.000664080454257	113.31378642177046	-28.087872559095587	-9.501328160908514	235.12757284354092	-223.29858684480993	-75.53555887922269	1869.2642041061504	-175.63290686588402	-125.58446056689648	533.1338117923128	5년	235.12757284354092	1869.2642041061504	533.1338117923128	-0.4133049553162231	-0.18635093070023803	2.8007300689158363	9.526955031042224	3.2268511536934046	5년	2.8007300689158363	안심	5년	113.31378642177046	0.3613666064351285	매우 유망	N	주당순현금<=0	254331000.0	단기위험부채 존재
MELI	MERCADOLIBRE INC	0001099590	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	1850.050048828125	39.4	2025	0.03243155504793274	3670000000.0	2629000000.0	6299000000.0	9193000000.0		6748000000.0	35919000000.0	15.81550144139499	84.18449855860501	0.18786714552186864	-57.08388530202385	-57.08388530202385	48.40441457183119	48.40441457183119	4.537012470151236	129.72289831422012		17.574024940302472	267.94579662844023		692.4165826479174	10557.064387160544		-62.57308913958766	470.6366913612793		3년	267.94579662844023	10557.064387160544	470.63669136127925	0.0944013901545737	2.680650742644841		228.947013372699	12.37517944542747	3년	2.680650742644841	안심	3년	129.72289831422012	0.3731370112821873	매우 유망	N	주당순현금<=0	50697320.0	
EXC	EXELON CORP	0001109357	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	46.5	1.74	2021	3.61	626000000.0		626000000.0	35272000000.0	612000000.0	28798000000.0	87772000000.0	24.704469417517373	75.29553058248263	0.32810007747345393	-34.23517786561265	-34.8399209486166	46.39952750897279	46.747081004952065	-13.432835820895514	121.5523810846817	51.225599028568624	-18.365671641791028	251.6047621693634	110.95119805713725	-31.95626865671639	437.7922861746923	193.0550846194188	-168.72315840154062	841.4887874724567	315.1722249879974	3년	251.6047621693634	437.7922861746923	841.4887874724567	-0.21170120361669556	2.6974925781405354	1.1818137376067992	-2.2480237154150196	-4.834459603043053	3년	2.697492578140535	안심	3년	121.5523810846817	0.3817245461991214	매우 유망	N	주당순현금<=0 | FCF<=0	1012000000.0	단기위험부채 존재
TMUS	T-Mobile US, Inc.	0001283699	Nasdaq 100	제외	PEG=매우 유망, PEGY=안심	196.05999755859375	9.72	2025	2.08	5598000000.0	0.0	5598000000.0	81147000000.0	5135000000.0	59203000000.0	6830508000.0	89.65599707348578	10.344002926514218	8.66743732676984	-66.79390530320666	-71.33382911069539	27.042582598950656	27.509652949515342	0.6211180124223654	67.7257264346652	74.54322774580642	9.74223602484473	143.9514528693304	157.58645549161284	94.6945341614908	1399.2081218898916	1531.7403473784768	-51.7012468934716	613.6632353939153	681.2610254270286	3년	143.9514528693304	1399.2081218898916	613.6632353939153	0.09988387767842773	2.581326179895773	2.833428629290002	15.90962588427648	8.114672081193813	3년	2.581326179895773	안심	3년	67.7257264346652	0.3992955708646189	매우 유망	N	주당순현금<=0	1131076251.0	단기위험부채 존재
APP	AppLovin Corp	0001751008	Nasdaq 100	제외	PEG=매우 유망, PEGY=판정불가	460.0	9.75	2025		2487096000.0		2487096000.0	3512987000.0	0.0	2134671000.0	5124939000.0	29.404761412803165	70.59523858719683	0.41652612840855274	-2.9999444395707227	-2.9999444395707227	47.48717378867392	47.48717378867392	115.23178807947019			238.96357615894038			2329.8948675496686			406.498884249928			1년	238.96357615894038	2329.8948675496686	406.498884249928				11.598438459513993	2.5213996651117374	판정불가		판정불가	1년	115.23178807947019	0.4121013357522852	매우 유망	N	주당순현금<=0	341970000.0	
ALNY	ALNYLAM PHARMACEUTICALS, INC.	0001178670	Nasdaq 100	보류	PEG=헐값, PEGY=판정불가	296.1099853515625	2.33	2025		1657250000.0	1251234000.0	2908484000.0			789176000.0	4177155000.0	15.89052360787068	84.10947639212932	0.1889266737767691	21.594873927118293	21.594873927118293	117.81764438817349	117.81764438817349	206.8807339449541			422.2614678899082			983.8692201834862			232.26478972513127			1년	422.2614678899082	983.8692201834862	232.26478972513127				3.4553696058923107	1.166921001258993	판정불가		판정불가	1년	206.8807339449541	0.569495487286515	헐값	Y		134684000.0	
META	Meta Platforms, Inc.	0001326801	Nasdaq 100	양호	PEG=헐값, PEGY=안심	608.75	23.49	2025	34.0	35873000000.0	45719000000.0	81592000000.0	58744000000.0		217243000000.0	148778000000.0	59.35260545159977	40.64739454840023	1.4601822850152577	8.876456876456876	8.876456876456876	25.53740072897161	25.53740072897161	-1.550712489522217	39.8395285030712	18.41272352127048	5.398575020955565	88.1790570061424	45.32544704254096	126.81252724224622	2071.326049074285	1064.694751029287	-79.1683733482963	240.25889923191545	74.898521729657	3년	88.1790570061424	2071.326049074285	240.25889923191542	1.2706574116474114	2.8914269422612735	2.0523906907177683	17.913364413364413	2.942647131558836	3년	2.8914269422612735	안심	3년	39.8395285030712	0.641006600442145	헐값	Y		2574000000.0	
